effective_date,added_ticker,added_security,removed_ticker,removed_security,reason,source,source_url,verified_at,confidence,notes,added_original_ticker,removed_original_ticker
2009-03-03,HRL,Hormel Foods,ACAS,American Capital,Capitalization rebalance,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2009-03-03,VTR,Ventas,JNY,Jones Apparel Group,Capitalization rebalance,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2009-06-05,FTI,FMC Technologies,COV,Covidien,Covidien moved incorporation to Ireland,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2009-06-25,TEL,TE Connectivity,,,Tyco Electronics left index due Switzerland reincorporation,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2009-06-29,PCS,MetroPCS,,,MetroPCS replaced TEL,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2009-08-19,FMC,FMC Corporation,CTX,Centex,Centex acquired by Pulte Homes,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2009-09-28,ARG,Airgas,CBE,Cooper Industries,Cooper redomesticated to Ireland,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2009-11-03,PCLN,Priceline.com,SGP,Schering-Plough,Schering-Plough acquired by Merck,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2009-12-18,V,Visa,CIEN,Ciena,Market capitalization change,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2009-12-18,MJN,Mead Johnson Nutrition,DYN,Dynegy,Market capitalization change,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2009-12-18,CLF,Cliffs Natural Resources,KBH,KB Home,Market capitalization change,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2009-12-18,SAI,SAIC,CVG,Convergys,Market capitalization change,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2009-12-18,ROST,Ross Stores,MBI,MBIA,Market capitalization change,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2010-02-26,HP,Helmerich & Payne,RX,IMS Health,Taken private,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2010-04-29,CERN,Cerner,BJS,BJ Services,BJ Services acquired by Baker Hughes,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2010-06-28,KMX,CarMax,XTO,XTO Energy,XTO acquired by ExxonMobil,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2010-06-30,QEP,QEP Resources,STR,Questar,Company split and ticker changed,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2010-07-14,CB,Chubb,MIL,Millipore,Millipore acquired by Merck KGaA,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2010-08-26,TYC,Tyco International,SII,Smith International,Smith acquired by Schlumberger,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2010-11-17,IR,Ingersoll-Rand,PTV,Pactiv,Pactiv acquired by Reynolds Group,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2010-12-17,CVC,Cablevision,KG,King Pharmaceuticals,King acquired by Pfizer,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2010-12-17,FFIV,F5 Networks,EK,Eastman Kodak,Market cap change,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2010-12-17,NFLX,Netflix,ODP,Office Depot,Market cap change,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2010-12-17,NFX,Newfield Exploration,NYT,New York Times,Market cap change,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2011-01-03,MMI,Motorola Mobility,MDP,Meredith,Motorola spun off Motorola Mobility,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2011-02-25,JOYG,Joy Global,AYE,Allegheny Energy,Allegheny acquired by FirstEnergy,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2011-02-28,COV,Covidien,MFE,McAfee,McAfee acquired by Intel,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2011-03-31,EW,Edwards Lifesciences,Q,Qwest Communications,Qwest acquired by CenturyLink,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2011-04-01,BLK,BlackRock,GENZ,Genzyme,Genzyme acquired by Sanofi,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2011-04-27,CMG,Chipotle Mexican Grill,NOVL,Novell,Novell acquired by private equity firms,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2011-06-01,ANR,Alpha Natural Resources,MEE,Massey Energy,Alpha acquired Massey,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2011-06-30,MPC,Marathon Petroleum,RSH,RadioShack,Market capitalization adjustment,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2011-07-05,ACN,Accenture,MI,Marshall & Ilsley,Marshall & Ilsley acquired by Bank of Montreal,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2011-09-23,MOS,Mosaic,NSM,National Semiconductor,National Semiconductor acquired by Texas Instruments,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2011-10-14,TEL,TE Connectivity,CEPH,Cephalon,Cephalon acquired by Teva,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2011-10-31,XYL,Xylem,ITT,ITT,Xylem spun off from ITT,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2011-11-18,CBE,Cooper Industries,JNS,Janus Capital Group,Market capitalization no longer representative,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2011-12-12,GAS,AGL Resources,GAS,Nicor Gas,Nicor acquired by AGL which retained ticker,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2011-12-16,BWA,BorgWarner,AKS,AK Steel,Market capitalization change,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2011-12-16,PRGO,Perrigo,MWW,Monster Worldwide,Market capitalization change,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2011-12-16,DLTR,Dollar Tree,WFR,MEMC Electronic Materials,Market capitalization change,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2011-12-20,TRIP,TripAdvisor,TLAB,Tellabs,Expedia spun off TripAdvisor,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2011-12-31,WPX,WPX Energy,CPWR,Compuware,Market capitalization change,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2012-03-13,CCI,Crown Castle,CEG,Constellation Energy,Constellation acquired by Exelon,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2012-04-03,FOSL,Fossil,MHS,Medco Health Solutions,Medco acquired by Express Scripts,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2012-04-23,PSX,Phillips 66,SVU,Supervalu,ConocoPhillips spun off Phillips 66,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2012-05-17,KMI,Kinder Morgan,EP,El Paso,El Paso acquired by Kinder Morgan,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2012-05-21,ALXN,Alexion Pharmaceuticals,MMI,Motorola Mobility,Motorola Mobility acquired by Google,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2012-06-05,LRCX,Lam Research,NVLS,Novellus Systems,Novellus acquired by Lam Research,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2012-06-29,MNST,Monster Beverage,SLE,Sara Lee,Sara Lee split up,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2012-07-02,STX,Seagate Technology,PGN,Progress Energy,Progress acquired by Duke Energy,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2012-07-31,ESV,Ensco,GR,Goodrich,Goodrich acquired by United Technologies,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2012-09-05,LYB,LyondellBasell,SHLD,Sears Holdings,Public float threshold,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2012-10-01,ADT,ADT,LXK,Lexmark,Tyco spun off ADT,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2012-10-01,PNR,Pentair,DV,DeVry,Tyco spin-off merged with Pentair,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2012-10-02,KRFT,Kraft Foods,ANR,Alpha Natural Resources,Kraft split into two companies,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2012-10-02,MDLZ,Mondelez,KFT,Kraft Foods,Old Kraft Foods renamed Mondelez,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2012-10-10,PETM,PetSmart,SUN,Sunoco,Sunoco acquired by Energy Transfer Partners,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2012-12-03,DG,Dollar General,CBE,Cooper Industries,Cooper acquired by Eaton,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2012-12-11,GRMN,Garmin,RRD,RR Donnelley,Market capitalization change,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
2012-12-21,DLPH,Delphi Automotive,TIE,Titanium Metals,Titanium Metals acquired by Precision Cast Parts,Wikipedia selected changes,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies#Selected_changes_to_the_list_of_S&P_500_components,2026-06-03,medium,Selected changes table; may not be complete,,
